,epoch,accuracy,auc,fn,fp,loss,precision,recall,tn,tp,val_accuracy,val_auc,val_fn,val_fp,val_loss,val_precision,val_recall,val_tn,val_tp
0,0,0.9889568999999999,0.9105440999999999,2719.0,433.0,0.04099890060483508,0.63148934,0.21438890000000002,281534.0,742.0,0.99091053,0.9693708000000001,1753.0,409.0,0.027755100195603292,0.7264214,0.38252905,234610.0,1086.0
1,1,0.9923203000000002,0.96882343,1719.0,473.0,0.02464793522504281,0.786456,0.5033227,281494.0,1742.0,0.9923568000000001,0.98704267,764.0,1054.0,0.02388601632207657,0.66315114,0.73089117,233965.0,2075.0
