epoch,accuracy,auc,fn,fp,loss,precision,recall,tn,tp,val_accuracy,val_auc,val_fn,val_fp,val_loss,val_precision,val_recall,val_tn,val_tp
0,0.9886992,0.9098099,2523.0,380.0,0.041401066098537026,0.6,0.1842871,253412.0,570.0,0.99107873,0.97803533,1553.0,569.0,0.02992683118722011,0.69326144,0.4529764,234450.0,1286.0
1,0.99230003,0.9662458,1542.0,436.0,0.025077545792588217,0.7805737,0.5014549,253356.0,1551.0,0.9930547,0.98547846,833.0,819.0,0.02234093978159508,0.7100885,0.70658684,234200.0,2006.0
0,0.9887654,0.90847963,2506.0,380.0,0.04193628766681152,0.627451,0.20343293,253359.0,640.0,0.9904187,0.96859795,1607.0,672.0,0.028766243548089952,0.64705884,0.4339556,234347.0,1232.0
1,0.9923701,0.9672807,1547.0,413.0,0.02503508946897302,0.7947316,0.5082645,253326.0,1599.0,0.9937189,0.97835284,1269.0,225.0,0.01998492058567908,0.8746518,0.5530116,234794.0,1570.0
0,0.9887654,0.9118204,2494.0,392.0,0.04132238295883792,0.60995024,0.19729643,253386.0,613.0,0.99051535,0.95918185,1993.0,263.0,0.029684899776119638,0.7628494,0.29799226,234756.0,846.0
1,0.9920159,0.96687454,1601.0,450.0,0.02553514286052368,0.76993865,0.48471195,253328.0,1506.0,0.9936685,0.9856397,1028.0,478.0,0.020746644184120224,0.7911752,0.63790065,234541.0,1811.0
0,0.9889951,0.91036564,2461.0,366.0,0.041426990392699835,0.6325301,0.20381753,253428.0,630.0,0.9903472,0.9748044,1424.0,872.0,0.030257159356991404,0.61871445,0.49841493,234147.0,1415.0
1,0.99240905,0.9651235,1534.0,416.0,0.025097347109255812,0.7891536,0.50372046,253378.0,1557.0,0.9928739,0.9441201,1507.0,188.0,0.025041853251999202,0.8763158,0.4691793,234831.0,1332.0
2,0.9939389,0.9725285,1196.0,361.0,0.020561294781045958,0.8399823,0.6130702,253433.0,1895.0,0.9911334,0.98798144,585.0,1524.0,0.026356608462940818,0.596612,0.79394156,233495.0,2254.0
0,0.9887148,0.9126247,2534.0,365.0,0.041432891779802895,0.61252654,0.18547091,253409.0,577.0,0.99073815,0.9582344,1893.0,310.0,0.029008627346364776,0.75318474,0.33321592,234709.0,946.0
1,0.99203926,0.9663996,1580.0,465.0,0.02557915573403106,0.76703405,0.4921247,253309.0,1531.0,0.9931808,0.98742974,860.0,762.0,0.02398684772356027,0.7219993,0.69707644,234257.0,1979.0
0,0.98871094,0.90902793,2527.0,373.0,0.04168591058144644,0.6090147,0.18693693,253405.0,581.0,0.9906793,0.96911496,1537.0,680.0,0.027929955600424175,0.6569122,0.45861217,234339.0,1302.0
1,0.9922261,0.9688987,1540.0,457.0,0.024859658724560564,0.77432096,0.5045045,253321.0,1568.0,0.99369794,0.9868535,939.0,560.0,0.021342648173499904,0.7723577,0.6692497,234459.0,1900.0
0,0.9886642,0.9124824,2547.0,365.0,0.04146168385049983,0.61252654,0.1846991,253397.0,577.0,0.9895484,0.9243076,2407.0,79.0,0.036471852982567325,0.84540117,0.15216626,234940.0,432.0
1,0.99200815,0.96920353,1586.0,467.0,0.025289095155657255,0.7670823,0.49231753,253295.0,1538.0,0.99329853,0.9868616,873.0,721.0,0.02257754019674663,0.73167104,0.6924974,234298.0,1966.0
0,0.9887576,0.9126882,2490.0,398.0,0.04103984408364441,0.61508703,0.2034549,253361.0,636.0,0.99011177,0.90972877,2218.0,134.0,0.036263247697952944,0.82251656,0.21873899,234885.0,621.0
1,0.9926621,0.96966904,1453.0,432.0,0.02400269020779794,0.79477435,0.53518873,253327.0,1673.0,0.9940006,0.9827319,1088.0,339.0,0.019318683842168838,0.8377991,0.61676645,234680.0,1751.0
0,0.9886875,0.91537464,2539.0,367.0,0.04130576928260476,0.6157068,0.18803966,253391.0,588.0,0.99107873,0.9673217,1736.0,386.0,0.027303811542650394,0.74076563,0.38851708,234633.0,1103.0
1,0.9924869,0.96746033,1506.0,424.0,0.024951225648040188,0.79266506,0.5183882,253334.0,1621.0,0.9928571,0.95256335,1548.0,151.0,0.02405751934150554,0.89528435,0.45473757,234868.0,1291.0
0,0.988707,0.91037893,2459.0,442.0,0.041028118268971625,0.59781617,0.21084724,253327.0,657.0,0.9909021,0.94821906,1903.0,261.0,0.029223922822557712,0.7819549,0.32969356,234758.0,936.0
1,0.9924635,0.9653036,1482.0,454.0,0.02449286129048019,0.782567,0.5243902,253315.0,1634.0,0.99399644,0.9856862,1059.0,369.0,0.019294918640056318,0.82829225,0.6269813,234650.0,1780.0
0,0.9887109,0.9158887,2494.0,406.0,0.04079950672581973,0.5960199,0.1936631,253386.0,599.0,0.98991835,0.9774426,1371.0,1027.0,0.029757876723351426,0.58837676,0.51708347,233992.0,1468.0
1,0.99236625,0.9673164,1507.0,454.0,0.024477891508967464,0.777451,0.5127708,253338.0,1586.0,0.993803,0.9801776,1038.0,436.0,0.019510800611362587,0.8050961,0.6343783,234583.0,1801.0
0,0.9886019,0.9117584,2487.0,441.0,0.04147093031997592,0.59909093,0.20947234,253298.0,659.0,0.9908349,0.9647813,1815.0,365.0,0.028072339903353036,0.737221,0.3606904,234654.0,1024.0
1,0.9923546,0.9675312,1511.0,453.0,0.024823843701069073,0.78304595,0.51970756,253286.0,1635.0,0.9939502,0.98424196,1003.0,436.0,0.020308546802331334,0.8080986,0.6467066,234583.0,1836.0
0,0.9890301,0.9146666,2451.0,367.0,0.04030879816860436,0.6412512,0.21113615,253411.0,656.0,0.9911544,0.97672373,1396.0,708.0,0.026599792855584455,0.67085075,0.50827754,234311.0,1443.0
1,0.99282557,0.9641765,1417.0,426.0,0.02407127228886375,0.7986767,0.54393303,253352.0,1690.0,0.99359703,0.9827174,984.0,539.0,0.02041023880043341,0.7748538,0.6533991,234480.0,1855.0
0,0.9890223,0.91228884,2441.0,379.0,0.04030502491783444,0.63168126,0.21028793,253415.0,650.0,0.9897334,0.9794263,1247.0,1195.0,0.033924159180701664,0.57122356,0.56076086,233824.0,1592.0
1,0.9927049,0.966889,1450.0,424.0,0.02400963886475129,0.79467314,0.5308961,253370.0,1641.0,0.99339944,0.9636587,1383.0,187.0,0.021453591485896997,0.8861838,0.51285666,234832.0,1456.0
2,0.99396616,0.96956664,1165.0,385.0,0.02032218690111061,0.83340544,0.6230993,253409.0,1926.0,0.99404687,0.96550506,1241.0,175.0,0.0199110700632098,0.9012972,0.56287426,234844.0,1598.0
0,0.9888121,0.9161718,2501.0,373.0,0.04037172722164496,0.6205493,0.19607843,253401.0,610.0,0.9897628,0.9360274,2342.0,93.0,0.03363455592933645,0.8423729,0.17506164,234926.0,497.0
1,0.9924986,0.9674654,1476.0,451.0,0.024318747313064222,0.7837967,0.5255545,253323.0,1635.0,0.9937652,0.9805168,1262.0,221.0,0.019487112016603234,0.8770856,0.55547726,234798.0,1577.0
0,0.9891236,0.9147583,2434.0,360.0,0.04037183550223456,0.6518375,0.21685971,253418.0,674.0,0.99167573,0.9770922,1562.0,418.0,0.025866957390893987,0.75339234,0.44980627,234601.0,1277.0
1,0.99274,0.9680307,1421.0,444.0,0.023717204887123755,0.79164714,0.5427928,253334.0,1687.0,0.99352133,0.95905936,1339.0,202.0,0.021810317570701326,0.8813161,0.52835506,234817.0,1500.0
0,0.98881996,0.9128143,2492.0,380.0,0.040973320830160885,0.62450594,0.20230474,253382.0,632.0,0.9903808,0.9409258,2135.0,153.0,0.031724510254873245,0.82147026,0.24797463,234866.0,704.0
1,0.99242854,0.96828586,1505.0,440.0,0.024650897091463904,0.78630406,0.5182458,253322.0,1619.0,0.9935045,0.9694353,1372.0,173.0,0.020901174320337338,0.8945122,0.51673126,234846.0,1467.0
0,0.98886937,0.9104056,2757.0,420.0,0.04098638714922683,0.62633455,0.20340942,281547.0,704.0,0.9910745,0.9663112,1779.0,344.0,0.027470775907523497,0.75498575,0.37337092,234675.0,1060.0
1,0.9926496,0.96982634,1667.0,431.0,0.0240012380419098,0.8062921,0.5183473,281536.0,1794.0,0.99369794,0.9754857,1326.0,173.0,0.020114579577243667,0.89739025,0.5329341,234846.0,1513.0
