epoch,accuracy,auc,fn,fp,loss,precision,recall,tn,tp,val_accuracy,val_auc,val_fn,val_fp,val_loss,val_precision,val_recall,val_tn,val_tp
0,0.9886447,0.90401363,2510.0,407.0,0.042428152973918616,0.59623015,0.19318546,253367.0,601.0,0.9905532,0.96773607,2043.0,204.0,0.02857138216530851,0.796,0.28038043,234815.0,796.0
1,0.9922806,0.96979016,1557.0,426.0,0.024662274125755973,0.7848485,0.49951783,253348.0,1554.0,0.9938114,0.9873302,939.0,533.0,0.02161705705642961,0.7809289,0.6692497,234486.0,1900.0
0,0.98866034,0.9133356,2504.0,409.0,0.04126041666231775,0.59624875,0.19433719,253369.0,604.0,0.9903892,0.9642246,2039.0,247.0,0.02917573057740169,0.76408786,0.28178936,234772.0,800.0
1,0.991903,0.9685122,1624.0,456.0,0.025488956068880388,0.7649484,0.4774775,253322.0,1484.0,0.9933952,0.97283554,1222.0,349.0,0.020685500341655214,0.82248217,0.5695667,234670.0,1617.0
0,0.98850465,0.89887524,2542.0,411.0,0.04315631442197479,0.5861027,0.18629962,253351.0,582.0,0.99101985,0.9668613,1799.0,337.0,0.027952559919100704,0.75526506,0.36632618,234682.0,1040.0
1,0.99228454,0.96792674,1565.0,417.0,0.024779405453537927,0.7889676,0.49903968,253345.0,1559.0,0.99382824,0.9802981,1129.0,339.0,0.019645679819787848,0.8345534,0.6023248,234680.0,1710.0
0,0.98867196,0.9127672,2509.0,401.0,0.04126568248551998,0.60609037,0.19737683,253358.0,617.0,0.9909694,0.9705204,1626.0,522.0,0.027377454307385213,0.6991354,0.4272631,234497.0,1213.0
1,0.9924441,0.9667919,1509.0,432.0,0.024694686375385553,0.78916544,0.5172745,253327.0,1617.0,0.99276036,0.98900044,745.0,977.0,0.024640123829884054,0.6818626,0.73758364,234042.0,2094.0
0,0.988598,0.9018299,2503.0,426.0,0.04226731393292989,0.5942857,0.19955228,253332.0,624.0,0.99071294,0.963958,1939.0,270.0,0.028491424737618454,0.7692308,0.31701303,234749.0,900.0
1,0.9922222,0.9687514,1557.0,441.0,0.02498290437019592,0.7807061,0.50207865,253317.0,1570.0,0.9936096,0.9857966,1030.0,490.0,0.020836968245738198,0.78686386,0.6371962,234529.0,1809.0
0,0.98877317,0.90807724,2484.0,400.0,0.041291834991088176,0.6124031,0.20282413,253369.0,632.0,0.9904271,0.94112784,2086.0,191.0,0.03152781930037555,0.7976695,0.26523423,234828.0,753.0
1,0.9927088,0.9691269,1451.0,422.0,0.023725408097630168,0.7977959,0.5343389,253347.0,1665.0,0.99385345,0.9605212,1258.0,204.0,0.02067364307621583,0.8857143,0.55688626,234815.0,1581.0
0,0.98907685,0.913497,2467.0,339.0,0.0407279373384944,0.64870465,0.2023925,253453.0,626.0,0.99047333,0.94568086,1871.0,395.0,0.030374219404750793,0.7101981,0.34096512,234624.0,968.0
1,0.9925959,0.96970546,1468.0,434.0,0.024040169445950433,0.78921807,0.5253799,253358.0,1625.0,0.99396276,0.9797101,1091.0,345.0,0.019886578782557514,0.83516484,0.6157098,234674.0,1748.0
0,0.9889951,0.9169238,2482.0,345.0,0.04061608881065252,0.6580773,0.21106167,253394.0,664.0,0.99079704,0.97073656,1983.0,206.0,0.02755901244072422,0.80602634,0.30151463,234813.0,856.0
1,0.9923701,0.9719558,1525.0,435.0,0.02419596745950862,0.78842413,0.5152575,253304.0,1621.0,0.9936769,0.9846796,915.0,589.0,0.020024818436825274,0.7656188,0.67770344,234430.0,1924.0
0,0.98917806,0.9158826,2405.0,375.0,0.040206231798398655,0.6518106,0.22594142,253403.0,702.0,0.99059105,0.9652429,2010.0,228.0,0.02825093298728651,0.7842952,0.29200423,234791.0,829.0
1,0.9926037,0.96750706,1466.0,434.0,0.02413926721731987,0.79084337,0.52816224,253344.0,1641.0,0.9908643,0.9889143,645.0,1528.0,0.03739728873832418,0.589468,0.7728073,233491.0,2194.0
0,0.98901457,0.9063188,2439.0,383.0,0.04109817171187699,0.6299517,0.21093497,253411.0,652.0,0.9898511,0.9423403,2304.0,110.0,0.03284744904507299,0.82945734,0.18844664,234909.0,535.0
1,0.9924752,0.96591985,1506.0,427.0,0.024507427046416508,0.7877734,0.51277906,253367.0,1585.0,0.99270153,0.93888676,1585.0,151.0,0.025973355764824128,0.8925267,0.44170484,234868.0,1254.0
0,0.9886486,0.90327007,2470.0,446.0,0.0416448420490603,0.5896964,0.20604308,253328.0,641.0,0.99100727,0.97419655,1592.0,547.0,0.02744719669676997,0.69509476,0.43923917,234472.0,1247.0
1,0.9924129,0.9680063,1519.0,430.0,0.024319851237193244,0.78733927,0.5117326,253344.0,1592.0,0.9933952,0.96714795,1338.0,233.0,0.021038419970711403,0.8656286,0.52870727,234786.0,1501.0
0,0.9889562,0.91210604,2460.0,377.0,0.04078367832719185,0.6321951,0.2084942,253401.0,648.0,0.99060786,0.9364669,1922.0,312.0,0.03136546600575536,0.74613506,0.32300106,234707.0,917.0
1,0.9925064,0.96717405,1473.0,452.0,0.024131755034322938,0.78342116,0.5260618,253326.0,1635.0,0.99368954,0.9839512,886.0,615.0,0.019916570012421926,0.760514,0.6879183,234404.0,1953.0
0,0.9887966,0.9051136,2476.0,402.0,0.04174915898964674,0.61714286,0.20742637,253360.0,648.0,0.9905027,0.9354906,2037.0,222.0,0.03190499487542552,0.7832031,0.28249383,234797.0,802.0
1,0.9924519,0.9673919,1509.0,430.0,0.024627999782608524,0.789731,0.51696545,253332.0,1615.0,0.9939081,0.9779917,1139.0,310.0,0.019554501186573963,0.84577113,0.5988024,234709.0,1700.0
0,0.9886136,0.9023458,2536.0,389.0,0.04248290404369029,0.60265577,0.1887396,253370.0,590.0,0.9904271,0.9715678,1777.0,500.0,0.029391228192192594,0.67989755,0.37407538,234519.0,1062.0
1,0.9916266,0.9614064,1688.0,463.0,0.027691666961125308,0.756444,0.4600128,253296.0,1438.0,0.992731,0.9597738,1538.0,191.0,0.024383004572634703,0.8719839,0.45825994,234828.0,1301.0
0,0.9884306,0.9003229,2581.0,391.0,0.04317058018748293,0.5827108,0.17460825,253367.0,546.0,0.9904607,0.9702319,1881.0,388.0,0.029120336340591482,0.71173847,0.33744276,234631.0,958.0
1,0.99143976,0.96578765,1731.0,468.0,0.02720168311259177,0.74892706,0.4464343,253290.0,1396.0,0.99274355,0.9783932,1120.0,606.0,0.022125814379247852,0.73935485,0.6054949,234413.0,1719.0
0,0.9884618,0.8990519,2564.0,400.0,0.042904888802416524,0.57983196,0.17715019,253369.0,552.0,0.9899646,0.9720005,1781.0,606.0,0.030826785523697244,0.6358173,0.37266642,234413.0,1058.0
1,0.99133074,0.96352696,1742.0,485.0,0.02791316503773899,0.7391071,0.44094995,253284.0,1374.0,0.99281925,0.9742357,1383.0,325.0,0.022816736738024798,0.81751823,0.51285666,234694.0,1456.0
0,0.9883995,0.8990895,2533.0,447.0,0.04275099283848807,0.5561072,0.181054,253345.0,560.0,0.9900697,0.95508766,2130.0,232.0,0.031173912572760882,0.7534538,0.24973582,234787.0,709.0
1,0.9917901,0.9663424,1661.0,448.0,0.02654185663459763,0.7617021,0.46298093,253344.0,1432.0,0.9930967,0.9744077,1343.0,299.0,0.021753757927323213,0.8334262,0.5269461,234720.0,1496.0
0,0.9883022,0.8987059,2559.0,446.0,0.04374445117515533,0.5682478,0.18658614,253293.0,587.0,0.9902715,0.9481323,2033.0,281.0,0.031572323678215684,0.74149036,0.2839028,234738.0,806.0
1,0.99158376,0.964744,1706.0,456.0,0.027065671248208238,0.75949365,0.4577241,253283.0,1440.0,0.9932649,0.98293364,1163.0,439.0,0.021350131534220055,0.792435,0.5903487,234580.0,1676.0
0,0.9884968,0.9040232,2559.0,396.0,0.04264755445307415,0.5805085,0.17637593,253382.0,548.0,0.9899057,0.95004314,2193.0,208.0,0.032900057772853666,0.7564403,0.2275449,234811.0,646.0
1,0.9914865,0.9624865,1719.0,468.0,0.027784335573754676,0.7478448,0.44673318,253310.0,1388.0,0.9924829,0.9543477,1485.0,303.0,0.025041373741137643,0.8171394,0.4769285,234716.0,1354.0
0,0.9888082,0.8998418,2499.0,376.0,0.04238226632627061,0.61157024,0.19152378,253418.0,592.0,0.9896241,0.92189646,2302.0,166.0,0.03636868328105504,0.7638691,0.18915111,234853.0,537.0
1,0.9915215,0.9623708,1702.0,476.0,0.027242480266025056,0.74477214,0.44936913,253318.0,1389.0,0.9927057,0.96418196,1489.0,246.0,0.023566503087040242,0.84586465,0.47551954,234773.0,1350.0
0,0.98813474,0.89536536,2598.0,450.0,0.04340720006193524,0.53271025,0.16489875,253324.0,513.0,0.99020845,0.96862537,1947.0,382.0,0.030080978186890397,0.700157,0.31419513,234637.0,892.0
1,0.99138135,0.961993,1751.0,463.0,0.027543836882583408,0.74602306,0.43715847,253311.0,1360.0,0.99291176,0.9815175,1256.0,430.0,0.02186213527374295,0.78638846,0.5575907,234589.0,1583.0
0,0.9887538,0.9007068,2494.0,395.0,0.04241473389584937,0.6085233,0.1975547,253383.0,614.0,0.9903724,0.97206736,1639.0,651.0,0.029756181647725567,0.6482982,0.42268404,234368.0,1200.0
1,0.99164224,0.9623854,1694.0,453.0,0.027236053230170375,0.75736475,0.45495495,253325.0,1414.0,0.9929958,0.973137,1451.0,215.0,0.022843862236965145,0.8658765,0.48890454,234804.0,1388.0
0,0.9886759,0.9044287,2531.0,378.0,0.042699145612501585,0.6107106,0.18982074,253384.0,593.0,0.98989314,0.9712504,1592.0,812.0,0.02980726169400217,0.6056338,0.43923917,234207.0,1247.0
1,0.9915838,0.9629993,1703.0,459.0,0.027332664217636117,0.7558511,0.45486555,253303.0,1421.0,0.9930547,0.98232317,1189.0,463.0,0.02184672683488782,0.7808803,0.5811906,234556.0,1650.0
0,0.9882671,0.9002727,2564.0,450.0,0.04279067876821086,0.55533594,0.17978247,253309.0,562.0,0.9894559,0.9768004,1412.0,1096.0,0.0341894997845003,0.5655965,0.5026418,233923.0,1427.0
1,0.99150205,0.9648147,1701.0,482.0,0.027599849478199937,0.747247,0.45585412,253277.0,1425.0,0.9926931,0.98401976,1068.0,670.0,0.02227532450776041,0.72552234,0.6238112,234349.0,1771.0
0,0.9883839,0.89741415,2587.0,397.0,0.04322067731997392,0.57630736,0.17268948,253361.0,540.0,0.98766494,0.97615504,1331.0,1603.0,0.03759874911444898,0.48473158,0.53117293,233416.0,1508.0
1,0.9913424,0.96591765,1720.0,504.0,0.027705670657397846,0.73626375,0.44995204,253254.0,1407.0,0.993328,0.9841986,1126.0,461.0,0.022577662269561004,0.7879485,0.60338145,234558.0,1713.0
0,0.9885669,0.9003193,2525.0,412.0,0.04260221223120317,0.5892323,0.18966624,253357.0,591.0,0.9900655,0.9773546,1574.0,789.0,0.03191114087863018,0.6158715,0.44557944,234230.0,1265.0
1,0.9916305,0.9621139,1683.0,467.0,0.027364953864703626,0.75421053,0.45988446,253302.0,1433.0,0.99240303,0.95244974,1599.0,208.0,0.025452620531365534,0.8563536,0.4367735,234811.0,1240.0
2,0.9931993,0.9682959,1320.0,427.0,0.02295384178371902,0.80791724,0.57637995,253342.0,1796.0,0.9937904,0.9781223,1101.0,376.0,0.01967630908999297,0.82213813,0.6121874,234643.0,1738.0
0,0.9885474,0.897957,2537.0,405.0,0.0429064111582562,0.578564,0.17976075,253387.0,556.0,0.9902799,0.97105175,1770.0,542.0,0.029356463524392046,0.663563,0.37654105,234477.0,1069.0
1,0.9917395,0.9632131,1670.0,452.0,0.027194172251223513,0.7589333,0.46007112,253340.0,1423.0,0.9931135,0.9782703,1364.0,274.0,0.021900891850477115,0.843339,0.51954913,234745.0,1475.0
0,0.9882204,0.90800095,2586.0,440.0,0.04275722671617218,0.56,0.17800382,253299.0,560.0,0.99031353,0.9644781,1952.0,352.0,0.029359532939065163,0.71589994,0.31243396,234667.0,887.0
1,0.9913152,0.96333194,1730.0,501.0,0.027597226578229574,0.73865414,0.45009536,253238.0,1416.0,0.9917598,0.98816675,758.0,1202.0,0.030184581993574093,0.63387144,0.73300457,233817.0,2081.0
0,0.9884929,0.90332115,2552.0,404.0,0.0425170037349884,0.57872784,0.1786289,253374.0,555.0,0.9899646,0.9580626,2201.0,186.0,0.031164145563918094,0.77427185,0.22472702,234833.0,638.0
1,0.9916227,0.96098095,1699.0,453.0,0.027465289001311066,0.7565825,0.45317027,253325.0,1408.0,0.9929916,0.9723104,1370.0,297.0,0.02234709362376496,0.83182335,0.5174357,234722.0,1469.0
0,0.98852795,0.89468455,2520.0,427.0,0.04306508259299811,0.57214427,0.18472986,253367.0,571.0,0.9900823,0.94767207,2147.0,212.0,0.032222721580821595,0.7654867,0.2437478,234807.0,692.0
1,0.9916928,0.96201086,1692.0,442.0,0.027069899521565504,0.7599131,0.45260432,253352.0,1399.0,0.9930757,0.97197556,1327.0,320.0,0.022284293506309668,0.8253275,0.53258187,234699.0,1512.0
0,0.9883528,0.9021893,2591.0,401.0,0.04289144478511319,0.5646037,0.16714883,253373.0,520.0,0.9900823,0.95974433,2078.0,281.0,0.030647564210906753,0.7303263,0.26805213,234738.0,761.0
1,0.9914359,0.9645732,1717.0,483.0,0.027421767414109784,0.74267447,0.44808742,253291.0,1394.0,0.9928655,0.9816941,1200.0,497.0,0.02193125593368616,0.7673221,0.5773159,234522.0,1639.0
0,0.98864865,0.90322345,2542.0,374.0,0.04275937277182486,0.6021277,0.18211068,253404.0,566.0,0.9905532,0.96648043,1763.0,484.0,0.028988626053751156,0.6897436,0.37900668,234535.0,1076.0
1,0.9916344,0.96684474,1676.0,473.0,0.027185670755745146,0.75170606,0.46074647,253305.0,1432.0,0.99292856,0.96633697,1402.0,280.0,0.0227834574219292,0.83692485,0.50616413,234739.0,1437.0
0,0.98839563,0.9014097,2580.0,401.0,0.04283511240392883,0.57566136,0.17413573,253361.0,544.0,0.9906625,0.9554193,1857.0,364.0,0.029716262475091012,0.7295691,0.34589645,234655.0,982.0
1,0.99161106,0.9643901,1693.0,462.0,0.026969581249383704,0.75594294,0.45806658,253300.0,1431.0,0.99333215,0.9747016,1267.0,319.0,0.02174468205586127,0.83130616,0.5537161,234700.0,1572.0
0,0.988707,0.908273,2462.0,439.0,0.04137334214220085,0.6019946,0.21241203,253320.0,664.0,0.9908769,0.96475494,1858.0,312.0,0.028381309705940643,0.75870067,0.34554422,234707.0,981.0
1,0.99216384,0.9667671,1578.0,435.0,0.025343716701252555,0.7806354,0.49520153,253324.0,1548.0,0.987955,0.9886536,537.0,2328.0,0.036272214207735784,0.49719223,0.8108489,232691.0,2302.0
0,0.98868364,0.9122926,2516.0,391.0,0.04142040197420692,0.60978043,0.19539495,253367.0,611.0,0.9899394,0.9258385,2276.0,117.0,0.0348965795049864,0.8279412,0.19830926,234902.0,563.0
1,0.9922105,0.96865004,1565.0,436.0,0.02509442483630599,0.7817818,0.4995203,253322.0,1562.0,0.9930295,0.9529771,1510.0,148.0,0.023569824595533993,0.8997969,0.46812257,234871.0,1329.0
0,0.9886759,0.9108679,2524.0,385.0,0.041591093682594074,0.6059365,0.18998717,253384.0,592.0,0.99071294,0.97390985,1938.0,271.0,0.02834901328585717,0.76877135,0.31736526,234748.0,901.0
1,0.9922728,0.96756166,1565.0,420.0,0.02488118979735762,0.7869102,0.49775353,253349.0,1551.0,0.99360543,0.96520936,1237.0,284.0,0.021303308698768047,0.84941673,0.5642832,234735.0,1602.0
